Legacy_Serial_number,Material_Type,Material,Material_Description,Legacy_Field_Value,Material_Group,Old_material_number,Unit_of_Weight,Material_Description_1,Volume_Unit,Denominator,Display_Unit_Measure,Numerator,Base_Unit_of_Measure,Denominator_1,Numerator_1,Denominator_2,Display_Unit_Measure_1,Numerator_2,Base_Unit_of_Measure_1,Denominator_3,Display_Unit_Measure_2,Numerator_3,Base_Unit_of_Measure_2,DOMESTIC_FLAG,NO_STOCK_CHECK_IND,Legacy_Company_Code,POTXT,Manufacturer_Part_No_,Valid_From,Loading_Group,Material_Group_3,Valuation_Class,ZZ1_MM_RP_PLT,Process_Flag,Storage_Location_Extend,Material_Group_4,Denominator_4,Display_Unit_Measure_3,Numerator_4,Denominator_5,Display_Unit_Measure_4,Numerator_5,Item_Plan_Type,Effective_Till_Date,Plant_type_Legacy,HSN
30036_2026:07:01 15:31:19 730,ZICM,MA9R500O000,"HF5202-A20,MOTOR DRIVER,SUMITOMO",NO,MC SPARES,NEW,,"HF5202-A20,MOTOR DRIVER,SUMITOMO",,1,,1,,0,0,0,,0,,0,,0,,,,50,"MOTOR DRIVER, SUMITOMO, HF5202-A20, SUMITOMO HF520",HF5202-A20,,,,3000.0,,S,S,,0,,0,0,,0,2080.0,9999-12-31,,9999
30036_2026:07:01 15:33:14 967,ZICM,MA2SV00O000,"TMC 502P LED 2XT,HOLDER,PHILIPS",NO,MC SPARES,NEW,,"TMC 502P LED 2XT,HOLDER,PHILIPS",,1,,1,,0,0,0,,0,,0,,0,,,,50,"HOLDER, PHILIPS, TMC 502P LED 2XT, TMC 502P LED 2X",TMC 502P LED 2XT,,,,3000.0,,S,S,,0,,0,0,,0,2080.0,9999-12-31,,9999
30036_2026:07:01 16:27:13 499,ZOES,3B105M58QE1-CVF,"CONTROLLER ASSY,BODY ELEC (CHROME)",EA,LOC COMP,,G,"CONTROLLER ASSY,BODY ELEC (CHROME)",CCM,1,EA,1,EA,1,1,1,EA1,1,EA,1,SU1,1,EA,,,41,,,,0001,S,,,S,S,B,1,EA2,1,1,SU2,1,2704.0,9999-12-31,S,9999
30036_2026:07:01 17:25:14 463,ZICM,MA1SA0XO000,"9NK455AB90,PIN",NO,MC SPARES,NEW,,"9NK455AB90,PIN",,1,,1,,0,0,0,,0,,0,,0,,,,46,"PIN, 9NK455AB90, PART NAME PIN E, OD 10G6 MM, LENG",9NK455AB90,,,,3000.0,,E,,,0,,0,0,,0,2051.0,9999-12-31,,9999
30036_2026:07:01 17:57:17 824,ZICM,MAB7H01D000,"ZB26 KQE-TFD-522(3PH-R134A),COMPRESSOR,A",NO,MC SPARES,NEW,,"ZB26 KQE-TFD-522(3PH-R134A),COMPRESSOR,A",,1,,1,,0,0,0,,0,,0,,0,,,,50,"COMPRESSOR, ADVANCE, ZB26 KQE-TFD-522(3PH-R134A),",ZB26 KQE-TFD-522(3PH-R134A),,,,3000.0,,S,S,,0,,0,0,,0,2080.0,9999-12-31,,9999
30036_2026:07:01 18:01:13 179,ZICM,MADN7011000,"SBAKZ-013 FAN MOTOR,FAN,DAIKIN",NO,MC SPARES,NEW,,"SBAKZ-013 FAN MOTOR,FAN,DAIKIN",,1,,1,,0,0,0,,0,,0,,0,,,,50,"FAN, DAIKIN, SBAKZ-013 FAN MOTOR, POWER 100W, MOUN",SBAKZ-013 FAN MOTOR,,,,3000.0,,S,S,,0,,0,0,,0,2080.0,9999-12-31,,9999
30036_2026:07:01 18:05:13 404,ZICM,MA1V80M7000,"SB-PP02858-020,PCB,DAIKIN",NO,MC SPARES,NEW,,"SB-PP02858-020,PCB,DAIKIN",,1,,1,,0,0,0,,0,,0,,0,,,,50,"PCB, DAIKIN, SB-PP02858-020, VOLTAGE RATING 230V A",SB-PP02858-020,,,,3000.0,,S,S,,0,,0,0,,0,2080.0,9999-12-31,,9999
30036_2026:07:01 18:31:18 275,ZICM,MA7QQ038000,"9NK-455-9T90,CLAMPER",NO,MC SPARES,NEW,,"9NK-455-9T90,CLAMPER",,1,,1,,0,0,0,,0,,0,,0,,,,50,"CLAMPER, 9NK-455-9T90, LENGTH 117 MM, WIDTH 32 MM",9NK-455-9T90,,,,3000.0,,S,S,,0,,0,0,,0,2080.0,9999-12-31,,9999
30036_2026:07:01 18:33:14 028,ZICM,MA47201M000,"B1028A20016,BUTTING PAD",NO,MC SPARES,NEW,,"B1028A20016,BUTTING PAD",,1,,1,,0,0,0,,0,,0,,0,,,,50,"BUTTING PAD, B1028A20016, PART NAME ROTOR BUTTING",B1028A20016,,,,3000.0,,S,S,,0,,0,0,,0,2080.0,9999-12-31,,9999
30036_2026:07:02 14:45:20 365,ZICM,MA7CJ071000,"919550650,BELT,SPERONI",NO,MC SPARES,NEW,,"919550650,BELT,SPERONI",,1,,1,,0,0,0,,0,,0,,0,,,,50,"BELT, SPERONI, 919550650, SPEC "" TRANSMISSION BELT",919550650,,,,3000.0,,S,S,,0,,0,0,,0,2080.0,9999-12-31,,9999
30036_2026:07:02 17:47:13 525,ZICM,MA9KT07G000,"SF-PRO-IN 0.75KW,INDUCTION MOTOR,MITSUBI",NO,MC SPARES,NEW,,"SF-PRO-IN 0.75KW,INDUCTION MOTOR,MITSUBI",,1,,1,,0,0,0,,0,,0,,0,,,,50,"INDUCTION MOTOR, MITSUBISHI, SF-PRO-IN 0.75KW, SPE",SF-PRO-IN 0.75KW,,,,3000.0,,S,S,,0,,0,0,,0,2080.0,9999-12-31,,9999
30036_2026:07:02 17:49:13 067,ZICM,MA2FL02S000,"51-01-521 3454455554SP,DISTRIBUTOR,SNK",NO,MC SPARES,NEW,,"51-01-521 3454455554SP,DISTRIBUTOR,SNK",,1,,1,,0,0,0,,0,,0,,0,,,,50,"DISTRIBUTOR, SNK, 51-01-521 3454455554SP, APPLICAB",51-01-521 3454455554SP,,,,3000.0,,S,S,,0,,0,0,,0,2080.0,9999-12-31,,9999
30036_2026:07:02 18:27:18 582,ZICM,MA6ON01B000,"CAS/MP/MAINT/00-272,ELECTRODE",NO,MC SPARES,NEW,,"CAS/MP/MAINT/00-272,ELECTRODE",,1,,1,,0,0,0,,0,,0,,0,,,,50,"ELECTRODE, CAS/MP/MAINT/00-272, LENGTH 68.5 MM, DI",CAS/MP/MAINT/00-272,,,,3000.0,,S,S,,0,,0,0,,0,2080.0,9999-12-31,,9999
30036_2026:07:02 18:41:19 318,ZICM,MA3OB098000,"L6763-104-005-01-L,SEAL",NO,MC SPARES,NEW,,"L6763-104-005-01-L,SEAL",,1,,1,,0,0,0,,0,,0,,0,,,,50,"SEAL, L6763-104-005-01-L, MATERIAL URETHAN RUBBER,",L6763-104-005-01-L,,,,3000.0,,S,S,,0,,0,0,,0,2080.0,9999-12-31,,9999
30036_2026:07:02 18:43:13 901,ZICM,MA3OB09E000,"L6761-053-027-L,SEAL",NO,MC SPARES,NEW,,"L6761-053-027-L,SEAL",,1,,1,,0,0,0,,0,,0,,0,,,,50,"SEAL, L6761-053-027-L, MATERIAL URETHAN RUBBER, HA",L6761-053-027-L,,,,3000.0,,S,S,,0,,0,0,,0,2080.0,9999-12-31,,9999
30037_2026:07:01 09:39:20 289,ZICM,MA8EB01A000,"REGO-3127XH,SAFETY VALVE,REGO",NO,MC SPARES,NEW,,"REGO-3127XH,SAFETY VALVE,REGO",,1,,1,,0,0,0,,0,,0,,0,,,,52,"SAFETY VALVE, REGO, REGO-3127XH, SIZE 8 MM, SET PR",REGO-3127XH,,,,3000.0,,E,,,0,,0,0,,0,2035.0,9999-12-31,,9999
30037_2026:07:01 13:35:19 713,ZICM,MA5CB0JC000,"E-SWR10.5-40,SPRING,MISUMI",NO,MC SPARES,NEW,,"E-SWR10.5-40,SPRING,MISUMI",,1,,1,,0,0,0,,0,,0,,0,,,,52,"SPRING, MISUMI, E-SWR10.5-40, OUTER DIAMETER 10.5",E-SWR10.5-40,,,,3000.0,,E,,,0,,0,0,,0,2035.0,9999-12-31,,9999
30037_2026:07:01 14:09:18 655,ZICM,MA42C009000,"MVB-K-2810-F-FL PROBE,VIDEOSCOPES",NO,MC SPARES,NEW,,"MVB-K-2810-F-FL PROBE,VIDEOSCOPES",,1,,1,,0,0,0,,0,,0,,0,,,,52,"VIDEOSCOPES, MAARG TECHNOLOGIES, MVB-K-2810-F-FL P",MVB-K-2810-F-FL PROBE,,,,3000.0,,E,,,0,,0,0,,0,2035.0,9999-12-31,,9999
30037_2026:07:01 15:31:19 730,ZICM,MA9R500O000,"HF5202-A20,MOTOR DRIVER,SUMITOMO",NO,MC SPARES,NEW,,"HF5202-A20,MOTOR DRIVER,SUMITOMO",,1,,1,,0,0,0,,0,,0,,0,,,,52,"MOTOR DRIVER, SUMITOMO, HF5202-A20, SUMITOMO HF520",HF5202-A20,,,,3000.0,,E,,,0,,0,0,,0,2035.0,9999-12-31,,9999
30037_2026:07:01 15:33:14 967,ZICM,MA2SV00O000,"TMC 502P LED 2XT,HOLDER,PHILIPS",NO,MC SPARES,NEW,,"TMC 502P LED 2XT,HOLDER,PHILIPS",,1,,1,,0,0,0,,0,,0,,0,,,,52,"HOLDER, PHILIPS, TMC 502P LED 2XT, TMC 502P LED 2X",TMC 502P LED 2XT,,,,3000.0,,E,,,0,,0,0,,0,2035.0,9999-12-31,,9999
30037_2026:07:01 16:27:13 499,ZOES,3B105M58QE1-CVF,"CONTROLLER ASSY,BODY ELEC (CHROME)",EA,LOC COMP,,G,"CONTROLLER ASSY,BODY ELEC (CHROME)",CCM,1,EA,1,EA,1,1,1,EA1,1,EA,1,SU1,1,EA,,,51,,,,0001,S,,,S,S,B,1,EA2,1,1,SU2,1,2707.0,9999-12-31,S,9999
30037_2026:07:01 17:25:14 463,ZICM,MA1SA0XO000,"9NK455AB90,PIN",NO,MC SPARES,NEW,,"9NK455AB90,PIN",,1,,1,,0,0,0,,0,,0,,0,,,,48,"PIN, 9NK455AB90, PART NAME PIN E, OD 10G6 MM, LENG",9NK455AB90,,,,3000.0,,E,,,0,,0,0,,0,2052.0,9999-12-31,,9999
30037_2026:07:01 17:57:17 824,ZICM,MAB7H01D000,"ZB26 KQE-TFD-522(3PH-R134A),COMPRESSOR,A",NO,MC SPARES,NEW,,"ZB26 KQE-TFD-522(3PH-R134A),COMPRESSOR,A",,1,,1,,0,0,0,,0,,0,,0,,,,52,"COMPRESSOR, ADVANCE, ZB26 KQE-TFD-522(3PH-R134A),",ZB26 KQE-TFD-522(3PH-R134A),,,,3000.0,,E,,,0,,0,0,,0,2035.0,9999-12-31,,9999
30037_2026:07:01 18:01:13 179,ZICM,MADN7011000,"SBAKZ-013 FAN MOTOR,FAN,DAIKIN",NO,MC SPARES,NEW,,"SBAKZ-013 FAN MOTOR,FAN,DAIKIN",,1,,1,,0,0,0,,0,,0,,0,,,,52,"FAN, DAIKIN, SBAKZ-013 FAN MOTOR, POWER 100W, MOUN",SBAKZ-013 FAN MOTOR,,,,3000.0,,E,,,0,,0,0,,0,2035.0,9999-12-31,,9999
30037_2026:07:01 18:05:13 404,ZICM,MA1V80M7000,"SB-PP02858-020,PCB,DAIKIN",NO,MC SPARES,NEW,,"SB-PP02858-020,PCB,DAIKIN",,1,,1,,0,0,0,,0,,0,,0,,,,52,"PCB, DAIKIN, SB-PP02858-020, VOLTAGE RATING 230V A",SB-PP02858-020,,,,3000.0,,E,,,0,,0,0,,0,2035.0,9999-12-31,,9999
30037_2026:07:01 18:31:18 275,ZICM,MA7QQ038000,"9NK-455-9T90,CLAMPER",NO,MC SPARES,NEW,,"9NK-455-9T90,CLAMPER",,1,,1,,0,0,0,,0,,0,,0,,,,52,"CLAMPER, 9NK-455-9T90, LENGTH 117 MM, WIDTH 32 MM",9NK-455-9T90,,,,3000.0,,E,,,0,,0,0,,0,2035.0,9999-12-31,,9999
30037_2026:07:01 18:33:14 028,ZICM,MA47201M000,"B1028A20016,BUTTING PAD",NO,MC SPARES,NEW,,"B1028A20016,BUTTING PAD",,1,,1,,0,0,0,,0,,0,,0,,,,52,"BUTTING PAD, B1028A20016, PART NAME ROTOR BUTTING",B1028A20016,,,,3000.0,,E,,,0,,0,0,,0,2035.0,9999-12-31,,9999
30037_2026:07:02 14:45:20 365,ZICM,MA7CJ071000,"919550650,BELT,SPERONI",NO,MC SPARES,NEW,,"919550650,BELT,SPERONI",,1,,1,,0,0,0,,0,,0,,0,,,,52,"BELT, SPERONI, 919550650, SPEC "" TRANSMISSION BELT",919550650,,,,3000.0,,E,,,0,,0,0,,0,2035.0,9999-12-31,,9999
30037_2026:07:02 17:47:13 525,ZICM,MA9KT07G000,"SF-PRO-IN 0.75KW,INDUCTION MOTOR,MITSUBI",NO,MC SPARES,NEW,,"SF-PRO-IN 0.75KW,INDUCTION MOTOR,MITSUBI",,1,,1,,0,0,0,,0,,0,,0,,,,52,"INDUCTION MOTOR, MITSUBISHI, SF-PRO-IN 0.75KW, SPE",SF-PRO-IN 0.75KW,,,,3000.0,,E,,,0,,0,0,,0,2035.0,9999-12-31,,9999
30037_2026:07:02 17:49:13 067,ZICM,MA2FL02S000,"51-01-521 3454455554SP,DISTRIBUTOR,SNK",NO,MC SPARES,NEW,,"51-01-521 3454455554SP,DISTRIBUTOR,SNK",,1,,1,,0,0,0,,0,,0,,0,,,,52,"DISTRIBUTOR, SNK, 51-01-521 3454455554SP, APPLICAB",51-01-521 3454455554SP,,,,3000.0,,E,,,0,,0,0,,0,2035.0,9999-12-31,,9999
30037_2026:07:02 18:27:18 582,ZICM,MA6ON01B000,"CAS/MP/MAINT/00-272,ELECTRODE",NO,MC SPARES,NEW,,"CAS/MP/MAINT/00-272,ELECTRODE",,1,,1,,0,0,0,,0,,0,,0,,,,52,"ELECTRODE, CAS/MP/MAINT/00-272, LENGTH 68.5 MM, DI",CAS/MP/MAINT/00-272,,,,3000.0,,E,,,0,,0,0,,0,2035.0,9999-12-31,,9999
30037_2026:07:02 18:41:19 318,ZICM,MA3OB098000,"L6763-104-005-01-L,SEAL",NO,MC SPARES,NEW,,"L6763-104-005-01-L,SEAL",,1,,1,,0,0,0,,0,,0,,0,,,,52,"SEAL, L6763-104-005-01-L, MATERIAL URETHAN RUBBER,",L6763-104-005-01-L,,,,3000.0,,E,,,0,,0,0,,0,2035.0,9999-12-31,,9999
30037_2026:07:02 18:43:13 901,ZICM,MA3OB09E000,"L6761-053-027-L,SEAL",NO,MC SPARES,NEW,,"L6761-053-027-L,SEAL",,1,,1,,0,0,0,,0,,0,,0,,,,52,"SEAL, L6761-053-027-L, MATERIAL URETHAN RUBBER, HA",L6761-053-027-L,,,,3000.0,,E,,,0,,0,0,,0,2035.0,9999-12-31,,9999
30038_2026:07:01 09:39:20 289,ZICM,MA8EB01A000,"REGO-3127XH,SAFETY VALVE,REGO",NO,MC SPARES,NEW,,"REGO-3127XH,SAFETY VALVE,REGO",,1,,1,,0,0,0,,0,,0,,0,,,,53,"SAFETY VALVE, REGO, REGO-3127XH, SIZE 8 MM, SET PR",REGO-3127XH,,,,3000.0,,E,,,0,,0,0,,0,2036.0,9999-12-31,,9999
30038_2026:07:01 13:35:19 713,ZICM,MA5CB0JC000,"E-SWR10.5-40,SPRING,MISUMI",NO,MC SPARES,NEW,,"E-SWR10.5-40,SPRING,MISUMI",,1,,1,,0,0,0,,0,,0,,0,,,,53,"SPRING, MISUMI, E-SWR10.5-40, OUTER DIAMETER 10.5",E-SWR10.5-40,,,,3000.0,,E,,,0,,0,0,,0,2036.0,9999-12-31,,9999
30038_2026:07:01 14:09:18 655,ZICM,MA42C009000,"MVB-K-2810-F-FL PROBE,VIDEOSCOPES",NO,MC SPARES,NEW,,"MVB-K-2810-F-FL PROBE,VIDEOSCOPES",,1,,1,,0,0,0,,0,,0,,0,,,,53,"VIDEOSCOPES, MAARG TECHNOLOGIES, MVB-K-2810-F-FL P",MVB-K-2810-F-FL PROBE,,,,3000.0,,E,,,0,,0,0,,0,2036.0,9999-12-31,,9999
30038_2026:07:01 15:31:19 730,ZICM,MA9R500O000,"HF5202-A20,MOTOR DRIVER,SUMITOMO",NO,MC SPARES,NEW,,"HF5202-A20,MOTOR DRIVER,SUMITOMO",,1,,1,,0,0,0,,0,,0,,0,,,,53,"MOTOR DRIVER, SUMITOMO, HF5202-A20, SUMITOMO HF520",HF5202-A20,,,,3000.0,,E,,,0,,0,0,,0,2036.0,9999-12-31,,9999
30038_2026:07:01 15:33:14 967,ZICM,MA2SV00O000,"TMC 502P LED 2XT,HOLDER,PHILIPS",NO,MC SPARES,NEW,,"TMC 502P LED 2XT,HOLDER,PHILIPS",,1,,1,,0,0,0,,0,,0,,0,,,,53,"HOLDER, PHILIPS, TMC 502P LED 2XT, TMC 502P LED 2X",TMC 502P LED 2XT,,,,3000.0,,E,,,0,,0,0,,0,2036.0,9999-12-31,,9999
30038_2026:07:01 16:27:13 499,ZOES,3B105M58QE1-CVF,"CONTROLLER ASSY,BODY ELEC (CHROME)",EA,LOC COMP,,G,"CONTROLLER ASSY,BODY ELEC (CHROME)",CCM,1,EA,1,EA,1,1,1,EA1,1,EA,1,SU1,1,EA,,,72,,,,0001,S,,,S,S,B,1,EA2,1,1,SU2,1,2708.0,9999-12-31,S,9999
30038_2026:07:01 17:25:14 463,ZICM,MA1SA0XO000,"9NK455AB90,PIN",NO,MC SPARES,NEW,,"9NK455AB90,PIN",,1,,1,,0,0,0,,0,,0,,0,,,,50,"PIN, 9NK455AB90, PART NAME PIN E, OD 10G6 MM, LENG",9NK455AB90,,,,3000.0,,S,S,,0,,0,0,,0,2080.0,9999-12-31,,9999
30038_2026:07:01 17:57:17 824,ZICM,MAB7H01D000,"ZB26 KQE-TFD-522(3PH-R134A),COMPRESSOR,A",NO,MC SPARES,NEW,,"ZB26 KQE-TFD-522(3PH-R134A),COMPRESSOR,A",,1,,1,,0,0,0,,0,,0,,0,,,,53,"COMPRESSOR, ADVANCE, ZB26 KQE-TFD-522(3PH-R134A),",ZB26 KQE-TFD-522(3PH-R134A),,,,3000.0,,E,,,0,,0,0,,0,2036.0,9999-12-31,,9999
30038_2026:07:01 18:01:13 179,ZICM,MADN7011000,"SBAKZ-013 FAN MOTOR,FAN,DAIKIN",NO,MC SPARES,NEW,,"SBAKZ-013 FAN MOTOR,FAN,DAIKIN",,1,,1,,0,0,0,,0,,0,,0,,,,53,"FAN, DAIKIN, SBAKZ-013 FAN MOTOR, POWER 100W, MOUN",SBAKZ-013 FAN MOTOR,,,,3000.0,,E,,,0,,0,0,,0,2036.0,9999-12-31,,9999
30038_2026:07:01 18:05:13 404,ZICM,MA1V80M7000,"SB-PP02858-020,PCB,DAIKIN",NO,MC SPARES,NEW,,"SB-PP02858-020,PCB,DAIKIN",,1,,1,,0,0,0,,0,,0,,0,,,,53,"PCB, DAIKIN, SB-PP02858-020, VOLTAGE RATING 230V A",SB-PP02858-020,,,,3000.0,,E,,,0,,0,0,,0,2036.0,9999-12-31,,9999
30038_2026:07:01 18:31:18 275,ZICM,MA7QQ038000,"9NK-455-9T90,CLAMPER",NO,MC SPARES,NEW,,"9NK-455-9T90,CLAMPER",,1,,1,,0,0,0,,0,,0,,0,,,,53,"CLAMPER, 9NK-455-9T90, LENGTH 117 MM, WIDTH 32 MM",9NK-455-9T90,,,,3000.0,,E,,,0,,0,0,,0,2036.0,9999-12-31,,9999
30038_2026:07:01 18:33:14 028,ZICM,MA47201M000,"B1028A20016,BUTTING PAD",NO,MC SPARES,NEW,,"B1028A20016,BUTTING PAD",,1,,1,,0,0,0,,0,,0,,0,,,,53,"BUTTING PAD, B1028A20016, PART NAME ROTOR BUTTING",B1028A20016,,,,3000.0,,E,,,0,,0,0,,0,2036.0,9999-12-31,,9999
30038_2026:07:02 14:45:20 365,ZICM,MA7CJ071000,"919550650,BELT,SPERONI",NO,MC SPARES,NEW,,"919550650,BELT,SPERONI",,1,,1,,0,0,0,,0,,0,,0,,,,53,"BELT, SPERONI, 919550650, SPEC "" TRANSMISSION BELT",919550650,,,,3000.0,,E,,,0,,0,0,,0,2036.0,9999-12-31,,9999
30038_2026:07:02 17:47:13 525,ZICM,MA9KT07G000,"SF-PRO-IN 0.75KW,INDUCTION MOTOR,MITSUBI",NO,MC SPARES,NEW,,"SF-PRO-IN 0.75KW,INDUCTION MOTOR,MITSUBI",,1,,1,,0,0,0,,0,,0,,0,,,,53,"INDUCTION MOTOR, MITSUBISHI, SF-PRO-IN 0.75KW, SPE",SF-PRO-IN 0.75KW,,,,3000.0,,E,,,0,,0,0,,0,2036.0,9999-12-31,,9999
30038_2026:07:02 17:49:13 067,ZICM,MA2FL02S000,"51-01-521 3454455554SP,DISTRIBUTOR,SNK",NO,MC SPARES,NEW,,"51-01-521 3454455554SP,DISTRIBUTOR,SNK",,1,,1,,0,0,0,,0,,0,,0,,,,53,"DISTRIBUTOR, SNK, 51-01-521 3454455554SP, APPLICAB",51-01-521 3454455554SP,,,,3000.0,,E,,,0,,0,0,,0,2036.0,9999-12-31,,9999
30038_2026:07:02 18:27:18 582,ZICM,MA6ON01B000,"CAS/MP/MAINT/00-272,ELECTRODE",NO,MC SPARES,NEW,,"CAS/MP/MAINT/00-272,ELECTRODE",,1,,1,,0,0,0,,0,,0,,0,,,,53,"ELECTRODE, CAS/MP/MAINT/00-272, LENGTH 68.5 MM, DI",CAS/MP/MAINT/00-272,,,,3000.0,,E,,,0,,0,0,,0,2036.0,9999-12-31,,9999
30038_2026:07:02 18:41:19 318,ZICM,MA3OB098000,"L6763-104-005-01-L,SEAL",NO,MC SPARES,NEW,,"L6763-104-005-01-L,SEAL",,1,,1,,0,0,0,,0,,0,,0,,,,53,"SEAL, L6763-104-005-01-L, MATERIAL URETHAN RUBBER,",L6763-104-005-01-L,,,,3000.0,,E,,,0,,0,0,,0,2036.0,9999-12-31,,9999
30038_2026:07:02 18:43:13 901,ZICM,MA3OB09E000,"L6761-053-027-L,SEAL",NO,MC SPARES,NEW,,"L6761-053-027-L,SEAL",,1,,1,,0,0,0,,0,,0,,0,,,,53,"SEAL, L6761-053-027-L, MATERIAL URETHAN RUBBER, HA",L6761-053-027-L,,,,3000.0,,E,,,0,,0,0,,0,2036.0,9999-12-31,,9999
30039_2026:07:01 09:39:20 289,ZICM,MA8EB01A000,"REGO-3127XH,SAFETY VALVE,REGO",NO,MC SPARES,NEW,,"REGO-3127XH,SAFETY VALVE,REGO",,1,,1,,0,0,0,,0,,0,,0,,,,60,"SAFETY VALVE, REGO, REGO-3127XH, SIZE 8 MM, SET PR",REGO-3127XH,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30039_2026:07:01 13:35:19 713,ZICM,MA5CB0JC000,"E-SWR10.5-40,SPRING,MISUMI",NO,MC SPARES,NEW,,"E-SWR10.5-40,SPRING,MISUMI",,1,,1,,0,0,0,,0,,0,,0,,,,60,"SPRING, MISUMI, E-SWR10.5-40, OUTER DIAMETER 10.5",E-SWR10.5-40,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30039_2026:07:01 14:09:18 655,ZICM,MA42C009000,"MVB-K-2810-F-FL PROBE,VIDEOSCOPES",NO,MC SPARES,NEW,,"MVB-K-2810-F-FL PROBE,VIDEOSCOPES",,1,,1,,0,0,0,,0,,0,,0,,,,60,"VIDEOSCOPES, MAARG TECHNOLOGIES, MVB-K-2810-F-FL P",MVB-K-2810-F-FL PROBE,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30039_2026:07:01 15:31:19 730,ZICM,MA9R500O000,"HF5202-A20,MOTOR DRIVER,SUMITOMO",NO,MC SPARES,NEW,,"HF5202-A20,MOTOR DRIVER,SUMITOMO",,1,,1,,0,0,0,,0,,0,,0,,,,60,"MOTOR DRIVER, SUMITOMO, HF5202-A20, SUMITOMO HF520",HF5202-A20,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30039_2026:07:01 15:33:14 967,ZICM,MA2SV00O000,"TMC 502P LED 2XT,HOLDER,PHILIPS",NO,MC SPARES,NEW,,"TMC 502P LED 2XT,HOLDER,PHILIPS",,1,,1,,0,0,0,,0,,0,,0,,,,60,"HOLDER, PHILIPS, TMC 502P LED 2XT, TMC 502P LED 2X",TMC 502P LED 2XT,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30039_2026:07:01 16:27:13 499,ZOES,3B105M58QE1-CVF,"CONTROLLER ASSY,BODY ELEC (CHROME)",EA,LOC COMP,,G,"CONTROLLER ASSY,BODY ELEC (CHROME)",CCM,1,EA,1,EA,1,1,1,EA1,1,EA,1,SU1,1,EA,,,44,,,,0001,S,,,S,S,B,1,EA2,1,1,SU2,1,2706.0,9999-12-31,S,9999
30039_2026:07:01 17:25:14 463,ZICM,MA1SA0XO000,"9NK455AB90,PIN",NO,MC SPARES,NEW,,"9NK455AB90,PIN",,1,,1,,0,0,0,,0,,0,,0,,,,52,"PIN, 9NK455AB90, PART NAME PIN E, OD 10G6 MM, LENG",9NK455AB90,,,,3000.0,,E,,,0,,0,0,,0,2035.0,9999-12-31,,9999
30039_2026:07:01 17:57:17 824,ZICM,MAB7H01D000,"ZB26 KQE-TFD-522(3PH-R134A),COMPRESSOR,A",NO,MC SPARES,NEW,,"ZB26 KQE-TFD-522(3PH-R134A),COMPRESSOR,A",,1,,1,,0,0,0,,0,,0,,0,,,,60,"COMPRESSOR, ADVANCE, ZB26 KQE-TFD-522(3PH-R134A),",ZB26 KQE-TFD-522(3PH-R134A),,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30039_2026:07:01 18:01:13 179,ZICM,MADN7011000,"SBAKZ-013 FAN MOTOR,FAN,DAIKIN",NO,MC SPARES,NEW,,"SBAKZ-013 FAN MOTOR,FAN,DAIKIN",,1,,1,,0,0,0,,0,,0,,0,,,,60,"FAN, DAIKIN, SBAKZ-013 FAN MOTOR, POWER 100W, MOUN",SBAKZ-013 FAN MOTOR,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30039_2026:07:01 18:05:13 404,ZICM,MA1V80M7000,"SB-PP02858-020,PCB,DAIKIN",NO,MC SPARES,NEW,,"SB-PP02858-020,PCB,DAIKIN",,1,,1,,0,0,0,,0,,0,,0,,,,60,"PCB, DAIKIN, SB-PP02858-020, VOLTAGE RATING 230V A",SB-PP02858-020,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30039_2026:07:01 18:31:18 275,ZICM,MA7QQ038000,"9NK-455-9T90,CLAMPER",NO,MC SPARES,NEW,,"9NK-455-9T90,CLAMPER",,1,,1,,0,0,0,,0,,0,,0,,,,60,"CLAMPER, 9NK-455-9T90, LENGTH 117 MM, WIDTH 32 MM",9NK-455-9T90,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30039_2026:07:01 18:33:14 028,ZICM,MA47201M000,"B1028A20016,BUTTING PAD",NO,MC SPARES,NEW,,"B1028A20016,BUTTING PAD",,1,,1,,0,0,0,,0,,0,,0,,,,60,"BUTTING PAD, B1028A20016, PART NAME ROTOR BUTTING",B1028A20016,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30039_2026:07:02 14:45:20 365,ZICM,MA7CJ071000,"919550650,BELT,SPERONI",NO,MC SPARES,NEW,,"919550650,BELT,SPERONI",,1,,1,,0,0,0,,0,,0,,0,,,,60,"BELT, SPERONI, 919550650, SPEC "" TRANSMISSION BELT",919550650,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
