Legacy_Serial_number,Material_Type,Material,Material_Description,Legacy_Field_Value,Material_Group,Old_material_number,Unit_of_Weight,Material_Description_1,Volume_Unit,Denominator,Display_Unit_Measure,Numerator,Base_Unit_of_Measure,Denominator_1,Numerator_1,Denominator_2,Display_Unit_Measure_1,Numerator_2,Base_Unit_of_Measure_1,Denominator_3,Display_Unit_Measure_2,Numerator_3,Base_Unit_of_Measure_2,DOMESTIC_FLAG,NO_STOCK_CHECK_IND,Legacy_Company_Code,POTXT,Manufacturer_Part_No_,Valid_From,Loading_Group,Material_Group_3,Valuation_Class,ZZ1_MM_RP_PLT,Process_Flag,Storage_Location_Extend,Material_Group_4,Denominator_4,Display_Unit_Measure_3,Numerator_4,Denominator_5,Display_Unit_Measure_4,Numerator_5,Item_Plan_Type,Effective_Till_Date,Plant_type_Legacy,HSN
30039_2026:07:02 17:47:13 525,ZICM,MA9KT07G000,"SF-PRO-IN 0.75KW,INDUCTION MOTOR,MITSUBI",NO,MC SPARES,NEW,,"SF-PRO-IN 0.75KW,INDUCTION MOTOR,MITSUBI",,1,,1,,0,0,0,,0,,0,,0,,,,60,"INDUCTION MOTOR, MITSUBISHI, SF-PRO-IN 0.75KW, SPE",SF-PRO-IN 0.75KW,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30039_2026:07:02 17:49:13 067,ZICM,MA2FL02S000,"51-01-521 3454455554SP,DISTRIBUTOR,SNK",NO,MC SPARES,NEW,,"51-01-521 3454455554SP,DISTRIBUTOR,SNK",,1,,1,,0,0,0,,0,,0,,0,,,,60,"DISTRIBUTOR, SNK, 51-01-521 3454455554SP, APPLICAB",51-01-521 3454455554SP,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30039_2026:07:02 18:27:18 582,ZICM,MA6ON01B000,"CAS/MP/MAINT/00-272,ELECTRODE",NO,MC SPARES,NEW,,"CAS/MP/MAINT/00-272,ELECTRODE",,1,,1,,0,0,0,,0,,0,,0,,,,60,"ELECTRODE, CAS/MP/MAINT/00-272, LENGTH 68.5 MM, DI",CAS/MP/MAINT/00-272,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30039_2026:07:02 18:41:19 318,ZICM,MA3OB098000,"L6763-104-005-01-L,SEAL",NO,MC SPARES,NEW,,"L6763-104-005-01-L,SEAL",,1,,1,,0,0,0,,0,,0,,0,,,,60,"SEAL, L6763-104-005-01-L, MATERIAL URETHAN RUBBER,",L6763-104-005-01-L,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30039_2026:07:02 18:43:13 901,ZICM,MA3OB09E000,"L6761-053-027-L,SEAL",NO,MC SPARES,NEW,,"L6761-053-027-L,SEAL",,1,,1,,0,0,0,,0,,0,,0,,,,60,"SEAL, L6761-053-027-L, MATERIAL URETHAN RUBBER, HA",L6761-053-027-L,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30040_2026:07:01 09:39:20 289,ZICM,MAF5900Q000,"KHH-A,HEATER,OGPE",NO,MC SPARES,NEW,,"KHH-A,HEATER,OGPE",,1,,1,,0,0,0,,0,,0,,0,,,,20,"HEATER, OGPE, KHH-A, POWER 15 KW, DETAIL VAPOURISE",KHH-A,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30040_2026:07:01 13:35:19 713,ZICM,MA6W4075000,"SWG12-15,COIL SPRING,MISUMI",NO,MC SPARES,NEW,,"SWG12-15,COIL SPRING,MISUMI",,1,,1,,0,0,0,,0,,0,,0,,,,20,"COIL SPRING, MISUMI, SWG12-15, OUTER DIAMETER 12 M",SWG12-15,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30040_2026:07:01 15:31:19 730,ZICM,MABH0001000,"AIRMIX REGULATOR,REGULATOR,SAMES",NO,MC SPARES,NEW,,"AIRMIX REGULATOR,REGULATOR,SAMES",,1,,1,,0,0,0,,0,,0,,0,,,,20,"REGULATOR, SAMES, AIRMIX REGULATOR, REGULATOR AIRM",AIRMIX REGULATOR,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30040_2026:07:01 15:33:14 967,ZICM,MABXB006000,"NCV-20NGNVP-EX1,CONVERTER,NDV",NO,MC SPARES,NEW,,"NCV-20NGNVP-EX1,CONVERTER,NDV",,1,,1,,0,0,0,,0,,0,,0,,,,20,"CONVERTER, NDV, NCV-20NGNVP-EX1, CONVERTOR NCV-20N",NCV-20NGNVP-EX1,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30040_2026:07:01 16:27:13 499,ZOES,33850M66T10,"CABLE, BATTERY",EA,LOC COMP,,G,"CABLE, BATTERY",CCM,1,EA,1,EA,1,1,1,EA1,1,EA,1,SU1,1,EA,,,40,,,,0001,S,,,S,S,B,1,EA2,1,1,SU2,1,2701.0,9999-12-31,S,9999
30040_2026:07:01 17:25:14 463,ZICM,MA1SA0XO000,"9NK455AB90,PIN",NO,MC SPARES,NEW,,"9NK455AB90,PIN",,1,,1,,0,0,0,,0,,0,,0,,,,53,"PIN, 9NK455AB90, PART NAME PIN E, OD 10G6 MM, LENG",9NK455AB90,,,,3000.0,,E,,,0,,0,0,,0,2036.0,9999-12-31,,9999
30040_2026:07:01 17:57:17 824,ZICM,MADMD049001,"PRESSURE GAUGE (OWS UNIT),PRESSURE GAUGE",NO,MC SPARES,NEW,,"PRESSURE GAUGE (OWS UNIT),PRESSURE GAUGE",,1,,1,,0,0,0,,0,,0,,0,,,,20,"PRESSURE GAUGE, COMFONOMICS DESIGN VENTURES LLP, P",PRESSURE GAUGE (OWS UNIT),,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30040_2026:07:01 18:01:13 179,ZICM,MAB7H01E000,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",NO,MC SPARES,NEW,,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",,1,,1,,0,0,0,,0,,0,,0,,,,20,"COMPRESSOR, ADVANCE, BSA804SD-FA3BUA-R134A, APPLIC",BSA804SD-FA3BUA-R134A,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30040_2026:07:01 18:05:13 404,ZICM,MAE3W002000,"B1028A30054,LIFTING ARM PIN 1",NO,MC SPARES,NEW,,"B1028A30054,LIFTING ARM PIN 1",,1,,1,,0,0,0,,0,,0,,0,,,,20,"LIFTING ARM PIN 1, B1028A30054, PART NAME SHAFT LO",B1028A30054,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30040_2026:07:01 18:31:18 275,ZICM,MA1DY0XW000,"FHF23000369/31,PAD",NO,MC SPARES,NEW,,"FHF23000369/31,PAD",,1,,1,,0,0,0,,0,,0,,0,,,,20,"PAD, FHF23000369/31, PART NAME PAD (THRUST), LENGT",FHF23000369/31,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30040_2026:07:01 18:33:14 028,ZICM,MA6YI07Z000,"4116209-013,BLOCK,MITSUBISHI - MMC",NO,MC SPARES,NEW,,"4116209-013,BLOCK,MITSUBISHI - MMC",,1,,1,,0,0,0,,0,,0,,0,,,,20,"BLOCK, MITSUBISHI - MMC, 4116209-013, PART NAME 41",4116209-013,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30040_2026:07:02 14:45:20 365,ZICM,MAAAX04L000,"919550550,BELT,SPERONI",NO,MC SPARES,NEW,,"919550550,BELT,SPERONI",,1,,1,,0,0,0,,0,,0,,0,,,,20,"BELT, SPERONI, 919550550, SPEC "" TRANSMISSION BELT",919550550,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30040_2026:07:02 17:47:13 525,ZICM,MA9KT07H000,"SF-PRO-IN 1.5KW,INDUCTION MOTOR,MITSUBIS",NO,MC SPARES,NEW,,"SF-PRO-IN 1.5KW,INDUCTION MOTOR,MITSUBIS",,1,,1,,0,0,0,,0,,0,,0,,,,20,"INDUCTION MOTOR, MITSUBISHI, SF-PRO-IN 1.5KW, SPEC",SF-PRO-IN 1.5KW,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30040_2026:07:02 17:49:13 068,ZICM,MA9KT07C000,"SF-PRP, 0.75KW/4P,INDUCTION MOTOR,MITSUB",NO,MC SPARES,NEW,,"SF-PRP, 0.75KW/4P,INDUCTION MOTOR,MITSUB",,1,,1,,0,0,0,,0,,0,,0,,,,20,"INDUCTION MOTOR, MITSUBISHI, SF-PRP, 0.75KW/4P, RA","SF-PRP, 0.75KW/4P",,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30040_2026:07:02 18:41:19 318,ZICM,MA1DY0XY000,"A8661-012-001-L,PAD",NO,MC SPARES,NEW,,"A8661-012-001-L,PAD",,1,,1,,0,0,0,,0,,0,,0,,,,20,"PAD, A8661-012-001-L, MATERIAL VULKOLLAN, TOP DIA",A8661-012-001-L,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30040_2026:07:02 18:43:13 901,ZICM,MA3OB099001,"L6761-055-008-L,SEAL",NO,MC SPARES,NEW,,"L6761-055-008-L,SEAL",,1,,1,,0,0,0,,0,,0,,0,,,,20,"SEAL, L6761-055-008-L, MATERIAL URETHAN RUBBER, HA",L6761-055-008-L,,,,3000.0,,S,S,,0,,0,0,,0,2034.0,9999-12-31,,9999
30041_2026:07:01 09:39:20 289,ZICM,MAF5900Q000,"KHH-A,HEATER,OGPE",NO,MC SPARES,NEW,,"KHH-A,HEATER,OGPE",,1,,1,,0,0,0,,0,,0,,0,,,,30,"HEATER, OGPE, KHH-A, POWER 15 KW, DETAIL VAPOURISE",KHH-A,,,,3000.0,,S,S,,0,,0,0,,0,2033.0,9999-12-31,,9999
30041_2026:07:01 13:35:19 713,ZICM,MA6W4075000,"SWG12-15,COIL SPRING,MISUMI",NO,MC SPARES,NEW,,"SWG12-15,COIL SPRING,MISUMI",,1,,1,,0,0,0,,0,,0,,0,,,,30,"COIL SPRING, MISUMI, SWG12-15, OUTER DIAMETER 12 M",SWG12-15,,,,3000.0,,S,S,,0,,0,0,,0,2033.0,9999-12-31,,9999
30041_2026:07:01 15:31:19 730,ZICM,MABH0001000,"AIRMIX REGULATOR,REGULATOR,SAMES",NO,MC SPARES,NEW,,"AIRMIX REGULATOR,REGULATOR,SAMES",,1,,1,,0,0,0,,0,,0,,0,,,,30,"REGULATOR, SAMES, AIRMIX REGULATOR, REGULATOR AIRM",AIRMIX REGULATOR,,,,3000.0,,S,S,,0,,0,0,,0,2033.0,9999-12-31,,9999
30041_2026:07:01 15:33:14 967,ZICM,MABXB006000,"NCV-20NGNVP-EX1,CONVERTER,NDV",NO,MC SPARES,NEW,,"NCV-20NGNVP-EX1,CONVERTER,NDV",,1,,1,,0,0,0,,0,,0,,0,,,,30,"CONVERTER, NDV, NCV-20NGNVP-EX1, CONVERTOR NCV-20N",NCV-20NGNVP-EX1,,,,3000.0,,S,S,,0,,0,0,,0,2033.0,9999-12-31,,9999
30041_2026:07:01 16:27:13 499,ZOES,33850M66T10,"CABLE, BATTERY",EA,LOC COMP,,G,"CABLE, BATTERY",CCM,1,EA,1,EA,1,1,1,EA1,1,EA,1,SU1,1,EA,,,45,,,,0001,S,,,S,S,B,1,EA2,1,1,SU2,1,2702.0,9999-12-31,S,9999
30041_2026:07:01 17:25:14 463,ZICM,MA1SA0XO000,"9NK455AB90,PIN",NO,MC SPARES,NEW,,"9NK455AB90,PIN",,1,,1,,0,0,0,,0,,0,,0,,,,60,"PIN, 9NK455AB90, PART NAME PIN E, OD 10G6 MM, LENG",9NK455AB90,,,,3000.0,,S,S,,0,,0,0,,0,3200.0,9999-12-31,,9999
30041_2026:07:01 17:57:17 824,ZICM,MADMD049001,"PRESSURE GAUGE (OWS UNIT),PRESSURE GAUGE",NO,MC SPARES,NEW,,"PRESSURE GAUGE (OWS UNIT),PRESSURE GAUGE",,1,,1,,0,0,0,,0,,0,,0,,,,30,"PRESSURE GAUGE, COMFONOMICS DESIGN VENTURES LLP, P",PRESSURE GAUGE (OWS UNIT),,,,3000.0,,S,S,,0,,0,0,,0,2033.0,9999-12-31,,9999
30041_2026:07:01 18:01:13 179,ZICM,MAB7H01E000,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",NO,MC SPARES,NEW,,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",,1,,1,,0,0,0,,0,,0,,0,,,,30,"COMPRESSOR, ADVANCE, BSA804SD-FA3BUA-R134A, APPLIC",BSA804SD-FA3BUA-R134A,,,,3000.0,,S,S,,0,,0,0,,0,2033.0,9999-12-31,,9999
30041_2026:07:01 18:05:13 404,ZICM,MAE3W002000,"B1028A30054,LIFTING ARM PIN 1",NO,MC SPARES,NEW,,"B1028A30054,LIFTING ARM PIN 1",,1,,1,,0,0,0,,0,,0,,0,,,,30,"LIFTING ARM PIN 1, B1028A30054, PART NAME SHAFT LO",B1028A30054,,,,3000.0,,S,S,,0,,0,0,,0,2033.0,9999-12-31,,9999
30041_2026:07:01 18:31:18 275,ZICM,MA1DY0XW000,"FHF23000369/31,PAD",NO,MC SPARES,NEW,,"FHF23000369/31,PAD",,1,,1,,0,0,0,,0,,0,,0,,,,30,"PAD, FHF23000369/31, PART NAME PAD (THRUST), LENGT",FHF23000369/31,,,,3000.0,,S,S,,0,,0,0,,0,2033.0,9999-12-31,,9999
30041_2026:07:01 18:33:14 028,ZICM,MA6YI07Z000,"4116209-013,BLOCK,MITSUBISHI - MMC",NO,MC SPARES,NEW,,"4116209-013,BLOCK,MITSUBISHI - MMC",,1,,1,,0,0,0,,0,,0,,0,,,,30,"BLOCK, MITSUBISHI - MMC, 4116209-013, PART NAME 41",4116209-013,,,,3000.0,,S,S,,0,,0,0,,0,2033.0,9999-12-31,,9999
30041_2026:07:02 14:45:20 365,ZICM,MAAAX04L000,"919550550,BELT,SPERONI",NO,MC SPARES,NEW,,"919550550,BELT,SPERONI",,1,,1,,0,0,0,,0,,0,,0,,,,30,"BELT, SPERONI, 919550550, SPEC "" TRANSMISSION BELT",919550550,,,,3000.0,,S,S,,0,,0,0,,0,2033.0,9999-12-31,,9999
30041_2026:07:02 17:47:13 525,ZICM,MA9KT07H000,"SF-PRO-IN 1.5KW,INDUCTION MOTOR,MITSUBIS",NO,MC SPARES,NEW,,"SF-PRO-IN 1.5KW,INDUCTION MOTOR,MITSUBIS",,1,,1,,0,0,0,,0,,0,,0,,,,30,"INDUCTION MOTOR, MITSUBISHI, SF-PRO-IN 1.5KW, SPEC",SF-PRO-IN 1.5KW,,,,3000.0,,S,S,,0,,0,0,,0,2033.0,9999-12-31,,9999
30041_2026:07:02 17:49:13 068,ZICM,MA9KT07C000,"SF-PRP, 0.75KW/4P,INDUCTION MOTOR,MITSUB",NO,MC SPARES,NEW,,"SF-PRP, 0.75KW/4P,INDUCTION MOTOR,MITSUB",,1,,1,,0,0,0,,0,,0,,0,,,,30,"INDUCTION MOTOR, MITSUBISHI, SF-PRP, 0.75KW/4P, RA","SF-PRP, 0.75KW/4P",,,,3000.0,,S,S,,0,,0,0,,0,2033.0,9999-12-31,,9999
30041_2026:07:02 18:41:19 318,ZICM,MA1DY0XY000,"A8661-012-001-L,PAD",NO,MC SPARES,NEW,,"A8661-012-001-L,PAD",,1,,1,,0,0,0,,0,,0,,0,,,,30,"PAD, A8661-012-001-L, MATERIAL VULKOLLAN, TOP DIA",A8661-012-001-L,,,,3000.0,,S,S,,0,,0,0,,0,2033.0,9999-12-31,,9999
30041_2026:07:02 18:43:13 901,ZICM,MA3OB099001,"L6761-055-008-L,SEAL",NO,MC SPARES,NEW,,"L6761-055-008-L,SEAL",,1,,1,,0,0,0,,0,,0,,0,,,,30,"SEAL, L6761-055-008-L, MATERIAL URETHAN RUBBER, HA",L6761-055-008-L,,,,3000.0,,S,S,,0,,0,0,,0,2033.0,9999-12-31,,9999
30042_2026:07:01 09:39:20 289,ZICM,MAF5900Q000,"KHH-A,HEATER,OGPE",NO,MC SPARES,NEW,,"KHH-A,HEATER,OGPE",,1,,1,,0,0,0,,0,,0,,0,,,,40,"HEATER, OGPE, KHH-A, POWER 15 KW, DETAIL VAPOURISE",KHH-A,,,,3000.0,,E,,,0,,0,0,,0,2701.0,9999-12-31,,9999
30042_2026:07:01 13:35:19 713,ZICM,MA6W4075000,"SWG12-15,COIL SPRING,MISUMI",NO,MC SPARES,NEW,,"SWG12-15,COIL SPRING,MISUMI",,1,,1,,0,0,0,,0,,0,,0,,,,40,"COIL SPRING, MISUMI, SWG12-15, OUTER DIAMETER 12 M",SWG12-15,,,,3000.0,,E,,,0,,0,0,,0,2701.0,9999-12-31,,9999
30042_2026:07:01 15:31:19 730,ZICM,MABH0001000,"AIRMIX REGULATOR,REGULATOR,SAMES",NO,MC SPARES,NEW,,"AIRMIX REGULATOR,REGULATOR,SAMES",,1,,1,,0,0,0,,0,,0,,0,,,,40,"REGULATOR, SAMES, AIRMIX REGULATOR, REGULATOR AIRM",AIRMIX REGULATOR,,,,3000.0,,E,,,0,,0,0,,0,2701.0,9999-12-31,,9999
30042_2026:07:01 15:33:14 967,ZICM,MABXB006000,"NCV-20NGNVP-EX1,CONVERTER,NDV",NO,MC SPARES,NEW,,"NCV-20NGNVP-EX1,CONVERTER,NDV",,1,,1,,0,0,0,,0,,0,,0,,,,40,"CONVERTER, NDV, NCV-20NGNVP-EX1, CONVERTOR NCV-20N",NCV-20NGNVP-EX1,,,,3000.0,,E,,,0,,0,0,,0,2701.0,9999-12-31,,9999
30042_2026:07:01 16:27:13 499,ZOES,33850M66T10,"CABLE, BATTERY",EA,LOC COMP,,G,"CABLE, BATTERY",CCM,1,EA,1,EA,1,1,1,EA1,1,EA,1,SU1,1,EA,,,52,,,,0001,S,,,S,S,B,1,EA2,1,1,SU2,1,2035.0,9999-12-31,S,9999
30042_2026:07:01 17:25:14 463,ZICM,MA8G0009000,"MJ 33 120 001,WORK TRAY",NO,MC SPARES,NEW,,"MJ 33 120 001,WORK TRAY",,1,,1,,0,0,0,,0,,0,,0,,,,40,"WORK TRAY, MJ 33 120 001, PART NAME BEARING CAP TR",MJ 33 120 001,,,,3000.0,,E,,,0,,0,0,,0,2701.0,9999-12-31,,9999
30042_2026:07:01 17:57:17 824,ZICM,MADMD049001,"PRESSURE GAUGE (OWS UNIT),PRESSURE GAUGE",NO,MC SPARES,NEW,,"PRESSURE GAUGE (OWS UNIT),PRESSURE GAUGE",,1,,1,,0,0,0,,0,,0,,0,,,,40,"PRESSURE GAUGE, COMFONOMICS DESIGN VENTURES LLP, P",PRESSURE GAUGE (OWS UNIT),,,,3000.0,,E,,,0,,0,0,,0,2701.0,9999-12-31,,9999
30042_2026:07:01 18:01:13 179,ZICM,MAB7H01E000,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",NO,MC SPARES,NEW,,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",,1,,1,,0,0,0,,0,,0,,0,,,,40,"COMPRESSOR, ADVANCE, BSA804SD-FA3BUA-R134A, APPLIC",BSA804SD-FA3BUA-R134A,,,,3000.0,,E,,,0,,0,0,,0,2701.0,9999-12-31,,9999
30042_2026:07:01 18:05:13 404,ZICM,MAE3W002000,"B1028A30054,LIFTING ARM PIN 1",NO,MC SPARES,NEW,,"B1028A30054,LIFTING ARM PIN 1",,1,,1,,0,0,0,,0,,0,,0,,,,40,"LIFTING ARM PIN 1, B1028A30054, PART NAME SHAFT LO",B1028A30054,,,,3000.0,,E,,,0,,0,0,,0,2701.0,9999-12-31,,9999
30042_2026:07:01 18:31:18 275,ZICM,MA1DY0XW000,"FHF23000369/31,PAD",NO,MC SPARES,NEW,,"FHF23000369/31,PAD",,1,,1,,0,0,0,,0,,0,,0,,,,40,"PAD, FHF23000369/31, PART NAME PAD (THRUST), LENGT",FHF23000369/31,,,,3000.0,,E,,,0,,0,0,,0,2701.0,9999-12-31,,9999
30042_2026:07:01 18:33:14 028,ZICM,MA6YI07Z000,"4116209-013,BLOCK,MITSUBISHI - MMC",NO,MC SPARES,NEW,,"4116209-013,BLOCK,MITSUBISHI - MMC",,1,,1,,0,0,0,,0,,0,,0,,,,40,"BLOCK, MITSUBISHI - MMC, 4116209-013, PART NAME 41",4116209-013,,,,3000.0,,E,,,0,,0,0,,0,2701.0,9999-12-31,,9999
30042_2026:07:02 14:45:20 365,ZICM,MAAAX04L000,"919550550,BELT,SPERONI",NO,MC SPARES,NEW,,"919550550,BELT,SPERONI",,1,,1,,0,0,0,,0,,0,,0,,,,40,"BELT, SPERONI, 919550550, SPEC "" TRANSMISSION BELT",919550550,,,,3000.0,,E,,,0,,0,0,,0,2701.0,9999-12-31,,9999
30042_2026:07:02 17:47:13 525,ZICM,MA9KT07H000,"SF-PRO-IN 1.5KW,INDUCTION MOTOR,MITSUBIS",NO,MC SPARES,NEW,,"SF-PRO-IN 1.5KW,INDUCTION MOTOR,MITSUBIS",,1,,1,,0,0,0,,0,,0,,0,,,,40,"INDUCTION MOTOR, MITSUBISHI, SF-PRO-IN 1.5KW, SPEC",SF-PRO-IN 1.5KW,,,,3000.0,,E,,,0,,0,0,,0,2701.0,9999-12-31,,9999
30042_2026:07:02 17:49:13 068,ZICM,MA9KT07C000,"SF-PRP, 0.75KW/4P,INDUCTION MOTOR,MITSUB",NO,MC SPARES,NEW,,"SF-PRP, 0.75KW/4P,INDUCTION MOTOR,MITSUB",,1,,1,,0,0,0,,0,,0,,0,,,,40,"INDUCTION MOTOR, MITSUBISHI, SF-PRP, 0.75KW/4P, RA","SF-PRP, 0.75KW/4P",,,,3000.0,,E,,,0,,0,0,,0,2701.0,9999-12-31,,9999
30042_2026:07:02 18:41:19 318,ZICM,MA1DY0XY000,"A8661-012-001-L,PAD",NO,MC SPARES,NEW,,"A8661-012-001-L,PAD",,1,,1,,0,0,0,,0,,0,,0,,,,40,"PAD, A8661-012-001-L, MATERIAL VULKOLLAN, TOP DIA",A8661-012-001-L,,,,3000.0,,E,,,0,,0,0,,0,2701.0,9999-12-31,,9999
30042_2026:07:02 18:43:13 901,ZICM,MA3OB099001,"L6761-055-008-L,SEAL",NO,MC SPARES,NEW,,"L6761-055-008-L,SEAL",,1,,1,,0,0,0,,0,,0,,0,,,,40,"SEAL, L6761-055-008-L, MATERIAL URETHAN RUBBER, HA",L6761-055-008-L,,,,3000.0,,E,,,0,,0,0,,0,2701.0,9999-12-31,,9999
30043_2026:07:01 09:39:20 289,ZICM,MAF5900Q000,"KHH-A,HEATER,OGPE",NO,MC SPARES,NEW,,"KHH-A,HEATER,OGPE",,1,,1,,0,0,0,,0,,0,,0,,,,41,"HEATER, OGPE, KHH-A, POWER 15 KW, DETAIL VAPOURISE",KHH-A,,,,3000.0,,E,,,0,,0,0,,0,2704.0,9999-12-31,,9999
30043_2026:07:01 13:35:19 713,ZICM,MA6W4075000,"SWG12-15,COIL SPRING,MISUMI",NO,MC SPARES,NEW,,"SWG12-15,COIL SPRING,MISUMI",,1,,1,,0,0,0,,0,,0,,0,,,,41,"COIL SPRING, MISUMI, SWG12-15, OUTER DIAMETER 12 M",SWG12-15,,,,3000.0,,E,,,0,,0,0,,0,2704.0,9999-12-31,,9999
30043_2026:07:01 15:31:19 730,ZICM,MABH0001000,"AIRMIX REGULATOR,REGULATOR,SAMES",NO,MC SPARES,NEW,,"AIRMIX REGULATOR,REGULATOR,SAMES",,1,,1,,0,0,0,,0,,0,,0,,,,41,"REGULATOR, SAMES, AIRMIX REGULATOR, REGULATOR AIRM",AIRMIX REGULATOR,,,,3000.0,,E,,,0,,0,0,,0,2704.0,9999-12-31,,9999
30043_2026:07:01 15:33:14 967,ZICM,MABXB006000,"NCV-20NGNVP-EX1,CONVERTER,NDV",NO,MC SPARES,NEW,,"NCV-20NGNVP-EX1,CONVERTER,NDV",,1,,1,,0,0,0,,0,,0,,0,,,,41,"CONVERTER, NDV, NCV-20NGNVP-EX1, CONVERTOR NCV-20N",NCV-20NGNVP-EX1,,,,3000.0,,E,,,0,,0,0,,0,2704.0,9999-12-31,,9999
30043_2026:07:01 16:27:13 499,ZOES,33850M66T10,"CABLE, BATTERY",EA,LOC COMP,,G,"CABLE, BATTERY",CCM,1,EA,1,EA,1,1,1,EA1,1,EA,1,SU1,1,EA,,,53,,,,0001,S,,,S,S,B,1,EA2,1,1,SU2,1,2036.0,9999-12-31,S,9999
30043_2026:07:01 17:25:14 463,ZICM,MA8G0009000,"MJ 33 120 001,WORK TRAY",NO,MC SPARES,NEW,,"MJ 33 120 001,WORK TRAY",,1,,1,,0,0,0,,0,,0,,0,,,,41,"WORK TRAY, MJ 33 120 001, PART NAME BEARING CAP TR",MJ 33 120 001,,,,3000.0,,E,,,0,,0,0,,0,2704.0,9999-12-31,,9999
30043_2026:07:01 17:57:17 824,ZICM,MADMD049001,"PRESSURE GAUGE (OWS UNIT),PRESSURE GAUGE",NO,MC SPARES,NEW,,"PRESSURE GAUGE (OWS UNIT),PRESSURE GAUGE",,1,,1,,0,0,0,,0,,0,,0,,,,41,"PRESSURE GAUGE, COMFONOMICS DESIGN VENTURES LLP, P",PRESSURE GAUGE (OWS UNIT),,,,3000.0,,E,,,0,,0,0,,0,2704.0,9999-12-31,,9999
30043_2026:07:01 18:01:13 179,ZICM,MAB7H01E000,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",NO,MC SPARES,NEW,,"BSA804SD-FA3BUA-R134A,COMPRESSOR,ADVANCE",,1,,1,,0,0,0,,0,,0,,0,,,,41,"COMPRESSOR, ADVANCE, BSA804SD-FA3BUA-R134A, APPLIC",BSA804SD-FA3BUA-R134A,,,,3000.0,,E,,,0,,0,0,,0,2704.0,9999-12-31,,9999
30043_2026:07:01 18:05:13 404,ZICM,MAE3W002000,"B1028A30054,LIFTING ARM PIN 1",NO,MC SPARES,NEW,,"B1028A30054,LIFTING ARM PIN 1",,1,,1,,0,0,0,,0,,0,,0,,,,41,"LIFTING ARM PIN 1, B1028A30054, PART NAME SHAFT LO",B1028A30054,,,,3000.0,,E,,,0,,0,0,,0,2704.0,9999-12-31,,9999
30043_2026:07:01 18:31:18 275,ZICM,MA1DY0XW000,"FHF23000369/31,PAD",NO,MC SPARES,NEW,,"FHF23000369/31,PAD",,1,,1,,0,0,0,,0,,0,,0,,,,41,"PAD, FHF23000369/31, PART NAME PAD (THRUST), LENGT",FHF23000369/31,,,,3000.0,,E,,,0,,0,0,,0,2704.0,9999-12-31,,9999
30043_2026:07:01 18:33:14 028,ZICM,MA6YI07Z000,"4116209-013,BLOCK,MITSUBISHI - MMC",NO,MC SPARES,NEW,,"4116209-013,BLOCK,MITSUBISHI - MMC",,1,,1,,0,0,0,,0,,0,,0,,,,41,"BLOCK, MITSUBISHI - MMC, 4116209-013, PART NAME 41",4116209-013,,,,3000.0,,E,,,0,,0,0,,0,2704.0,9999-12-31,,9999
30043_2026:07:02 14:45:20 365,ZICM,MAAAX04L000,"919550550,BELT,SPERONI",NO,MC SPARES,NEW,,"919550550,BELT,SPERONI",,1,,1,,0,0,0,,0,,0,,0,,,,41,"BELT, SPERONI, 919550550, SPEC "" TRANSMISSION BELT",919550550,,,,3000.0,,E,,,0,,0,0,,0,2704.0,9999-12-31,,9999
